Days for shipment (scheduled),Category Name,Market,Order Item Discount,Order Item Profit Ratio,Order Region,Order Status,Product Price,Shipping Mode
4,Cleats,Pacific Asia,35.99000168,0.300000012,West Asia,PENDING_PAYMENT,59.99000168,Standard Class
4,Women's Apparel,Pacific Asia,3.0,-0.029999999,Eastern Asia,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,Pacific Asia,1.799999952,0.100000001,South Asia,PENDING_PAYMENT,30.0,Standard Class
4,Women's Apparel,Pacific Asia,6.0,-0.200000003,Oceania,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Pacific Asia,6.0,0.02,South Asia,PENDING_PAYMENT,50.0,Standard Class
4,Girls' Apparel,Pacific Asia,4.800000191,0.079999998,West Asia,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,7.5,-0.200000003,Oceania,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,Pacific Asia,8.399999619,0.090000004,Southeast Asia,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,18.0,0.029999999,South Asia,PENDING_PAYMENT,50.0,Standard Class
4,Girls' Apparel,Pacific Asia,9.0,0.109999999,Southeast Asia,PENDING_PAYMENT,25.0,Standard Class
4,Women's Apparel,Pacific Asia,19.5,0.079999998,Eastern Asia,PENDING_PAYMENT,50.0,Standard Class
4,Girls' Apparel,Pacific Asia,18.0,-0.200000003,Eastern Asia,PENDING_PAYMENT,39.99000168,Standard Class
4,Shop By Sport,Pacific Asia,18.0,0.49000001,South Asia,PENDING_PAYMENT,39.99000168,Standard Class
4,Shop By Sport,Pacific Asia,18.0,-0.039999999,Southeast Asia,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,24.0,-0.730000019,Oceania,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Pacific Asia,25.5,0.270000011,Oceania,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Pacific Asia,27.0,-1.5,Southeast Asia,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Pacific Asia,27.0,-0.180000007,Southeast Asia,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Pacific Asia,30.0,-0.109999999,Southeast Asia,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Pacific Asia,30.0,-0.140000001,West Asia,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,Pacific Asia,29.98999977,-0.730000019,Oceania,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,37.5,-1.769999981,Oceania,PENDING_PAYMENT,50.0,Standard Class
4,Trade-In,Pacific Asia,0.0,0.49000001,Oceania,PENDING_PAYMENT,15.98999977,Standard Class
4,Trade-In,Pacific Asia,5.760000229,0.079999998,Oceania,PENDING_PAYMENT,15.98999977,Standard Class
4,Accessories,Pacific Asia,11.25,0.479999989,South Asia,PENDING_PAYMENT,24.98999977,Standard Class
4,Accessories,Pacific Asia,13.48999977,0.079999998,West Asia,PENDING_PAYMENT,24.98999977,Standard Class
4,Electronics,Pacific Asia,23.98999977,0.300000012,South Asia,PENDING_PAYMENT,31.98999977,Standard Class
4,Shop By Sport,USCA,0.0,-1.549999952,West of USA ,PAYMENT_REVIEW,39.99000168,Standard Class
4,Women's Apparel,USCA,1.5,0.460000008,US Center ,PAYMENT_REVIEW,50.0,Standard Class
4,Tennis & Racquet,USCA,7.420000076,0.330000013,US Center ,PENDING_PAYMENT,44.99000168,Standard Class
4,Cardio Equipment,USCA,9.0,-0.699999988,East of USA,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,USCA,9.0,0.289999992,East of USA,PENDING_PAYMENT,99.98999786,Standard Class
4,Boxing & MMA,USCA,6.599999905,-0.01,Canada,PENDING_PAYMENT,54.97000122,Standard Class
4,Cardio Equipment,USCA,27.0,0.209999993,East of USA,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,USCA,50.99000168,0.5,Canada,PENDING_PAYMENT,99.98999786,Standard Class
4,Boxing & MMA,USCA,29.68000031,0.25999999,East of USA,PENDING_PAYMENT,54.97000122,Standard Class
4,Cleats,USCA,0.0,0.409999996,East of USA,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,USCA,3.599999905,0.25999999,South of  USA ,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,USCA,9.0,0.479999989,East of USA,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,USCA,9.0,0.140000001,East of USA,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,USCA,9.899999619,0.479999989,Canada,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,USCA,18.0,-0.670000017,East of USA,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,USCA,21.60000038,0.289999992,South of  USA ,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,USCA,21.60000038,0.090000004,US Center ,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,USCA,28.79999924,0.449999988,South of  USA ,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,USCA,30.59000015,0.479999989,West of USA ,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,USCA,32.38999939,0.079999998,Canada,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,USCA,35.99000168,0.289999992,US Center ,PENDING_PAYMENT,59.99000168,Standard Class
4,Women's Apparel,USCA,0.0,-0.159999996,South of  USA ,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,USCA,1.5,0.0,South of  USA ,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,USCA,4.5,0.349999994,US Center ,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,USCA,15.0,0.349999994,Canada,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,USCA,14.39999962,0.150000006,West of USA ,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,USCA,19.5,0.039999999,US Center ,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,USCA,25.5,-0.100000001,East of USA,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,USCA,21.59000015,0.349999994,Canada,PENDING_PAYMENT,39.99000168,Standard Class
4,Shop By Sport,USCA,23.98999977,0.100000001,South of  USA ,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,USCA,37.5,0.0,South of  USA ,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,USCA,37.5,0.25999999,South of  USA ,PENDING_PAYMENT,50.0,Standard Class
4,Accessories,USCA,0.75,0.289999992,East of USA,PENDING_PAYMENT,24.98999977,Standard Class
4,Accessories,USCA,2.25,0.349999994,East of USA,PENDING_PAYMENT,24.98999977,Standard Class
4,Accessories,USCA,6.75,-1.700000048,South of  USA ,PENDING_PAYMENT,24.98999977,Standard Class
4,Electronics,USCA,23.04000092,0.430000007,Canada,PENDING_PAYMENT,47.99000168,Standard Class
4,Electronics,USCA,24.95999908,-0.01,West of USA ,PENDING_PAYMENT,51.99000168,Standard Class
4,Electronics,USCA,28.0699997,-1.649999976,US Center ,PENDING_PAYMENT,51.99000168,Standard Class
4,Tennis & Racquet,Africa,26.98999977,0.340000004,North Africa,PENDING_PAYMENT,44.99000168,Standard Class
4,Cardio Equipment,Africa,12.0,0.330000013,West Africa,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Africa,79.98999786,0.140000001,West Africa,PENDING_PAYMENT,99.98999786,Standard Class
4,Cleats,Africa,4.800000191,0.25999999,East Africa,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Africa,35.99000168,0.349999994,Central Africa,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Africa,38.38999939,-0.670000017,Central Africa,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Africa,43.18999863,0.050000001,West Africa,PENDING_PAYMENT,59.99000168,Standard Class
4,Women's Apparel,Africa,11.0,-0.050000001,Central Africa,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Africa,14.0,0.25999999,East Africa,PENDING_PAYMENT,50.0,Standard Class
4,Girls' Apparel,Africa,15.0,-0.699999988,Central Africa,PENDING_PAYMENT,25.0,Standard Class
4,Women's Apparel,Africa,40.0,0.209999993,Southern Africa,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,Africa,39.99000168,0.360000014,West Africa,PENDING_PAYMENT,39.99000168,Standard Class
4,Electronics,Africa,23.03000069,0.090000004,West Africa,PENDING_PAYMENT,31.98999977,Standard Class
4,Golf Balls,Africa,15.98999977,0.050000001,North Africa,PENDING_PAYMENT,19.98999977,Standard Class
4,Cardio Equipment,Europe,12.0,0.330000013,Western Europe,PAYMENT_REVIEW,99.98999786,Standard Class
4,Hunting & Shooting,Europe,39.59999847,0.340000004,Western Europe,PAYMENT_REVIEW,99.0,Standard Class
4,Tennis & Racquet,Europe,7.199999809,0.349999994,Eastern Europe,PENDING_PAYMENT,44.99000168,Standard Class
4,Cardio Equipment,Europe,0.0,0.360000014,Western Europe,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Europe,4.0,-1.75,Western Europe,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Europe,8.0,-0.699999988,Western Europe,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Europe,20.0,0.379999995,Northern Europe,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Europe,22.0,-0.189999998,Northern Europe,PENDING_PAYMENT,99.98999786,Standard Class
4,Electronics,Europe,6.159999847,-0.800000012,Western Europe,PENDING_PAYMENT,27.98999977,Standard Class
4,Cardio Equipment,Europe,51.99000168,0.479999989,Western Europe,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Europe,51.99000168,0.280000001,Western Europe,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Europe,59.99000168,0.119999997,Western Europe,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Europe,59.99000168,0.460000008,Western Europe,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Europe,59.99000168,0.5,Western Europe,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Europe,59.99000168,0.289999992,Western Europe,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Europe,71.98999786,0.360000014,Northern Europe,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Europe,79.98999786,0.349999994,Western Europe,PENDING_PAYMENT,99.98999786,Standard Class
4,Cleats,Europe,0.0,0.170000002,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,0.0,0.280000001,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,4.800000191,0.469999999,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,4.800000191,0.49000001,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,7.199999809,0.49000001,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,7.199999809,0.449999988,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,12.0,0.479999989,Northern Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,13.19999981,0.460000008,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,13.19999981,0.330000013,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,16.79999924,0.280000001,Southern Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,16.79999924,0.340000004,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,21.60000038,0.349999994,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,24.0,0.449999988,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,28.79999924,0.150000006,Southern Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,35.99000168,0.129999995,Northern Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,35.99000168,0.360000014,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,38.38999939,0.349999994,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,38.38999939,-0.230000004,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,43.18999863,0.289999992,Northern Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,47.99000168,0.25999999,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Europe,59.99000168,0.029999999,Western Europe,PENDING_PAYMENT,59.99000168,Standard Class
4,Women's Apparel,Europe,0.0,0.280000001,Northern Europe,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,Europe,0.0,0.280000001,Western Europe,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,Europe,2.0,0.349999994,Northern Europe,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Europe,2.0,-1.080000043,Northern Europe,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Europe,2.0,0.029999999,Southern Europe,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,Europe,1.600000024,0.49000001,Western Europe,PENDING_PAYMENT,39.99000168,Standard Class
4,Shop By Sport,Europe,3.200000048,0.01,Southern Europe,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,Europe,4.0,0.02,Southern Europe,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Europe,6.0,0.349999994,Southern Europe,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Europe,6.0,-0.02,Southern Europe,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Europe,6.0,0.270000011,Southern Europe,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,Europe,4.800000191,0.379999995,Western Europe,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,Europe,6.0,0.039999999,Western Europe,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Europe,8.0,0.330000013,Northern Europe,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Europe,8.0,0.25,Southern Europe,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,Europe,6.400000095,0.25,Western Europe,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,Europe,10.0,0.469999999,Southern Europe,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Europe,10.0,0.379999995,Western Europe,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Europe,14.0,0.349999994,Western Europe,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Europe,18.0,-0.230000004,Northern Europe,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,Europe,14.39999962,0.100000001,Southern Europe,PENDING_PAYMENT,39.99000168,Standard Class
4,Shop By Sport,Europe,14.39999962,0.49000001,Southern Europe,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,Europe,20.0,0.100000001,Southern Europe,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,Europe,19.20000076,-0.230000004,Western Europe,PENDING_PAYMENT,39.99000168,Standard Class
4,Shop By Sport,Europe,19.20000076,-1.5,Western Europe,PENDING_PAYMENT,39.99000168,Standard Class
4,Shop By Sport,Europe,15.60000038,0.310000002,Northern Europe,PENDING_PAYMENT,30.0,Standard Class
4,Shop By Sport,Europe,20.79000092,-1.75,Northern Europe,PENDING_PAYMENT,39.99000168,Standard Class
4,Girls' Apparel,Europe,36.40000153,0.239999995,Southern Europe,PENDING_PAYMENT,70.0,Standard Class
4,Shop By Sport,Europe,23.98999977,0.49000001,Western Europe,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,Europe,30.0,0.25999999,Western Europe,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Europe,32.0,0.330000013,Western Europe,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Europe,40.0,0.270000011,Western Europe,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,Europe,40.0,0.449999988,Western Europe,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,Europe,39.99000168,0.479999989,Western Europe,PENDING_PAYMENT,39.99000168,Standard Class
4,Electronics,Europe,4.159999847,0.01,Western Europe,PENDING_PAYMENT,51.99000168,Standard Class
4,Accessories,Europe,12.98999977,0.469999999,Western Europe,PENDING_PAYMENT,24.98999977,Standard Class
4,Electronics,Europe,34.54999924,0.300000012,Northern Europe,PENDING_PAYMENT,47.99000168,Standard Class
4,Accessories,Europe,19.98999977,0.330000013,Western Europe,PENDING_PAYMENT,24.98999977,Standard Class
4,Cardio Equipment,LATAM,22.0,0.310000002,South America,PAYMENT_REVIEW,99.98999786,Standard Class
4,Cleats,LATAM,28.79999924,0.439999998,South America,PAYMENT_REVIEW,59.99000168,Standard Class
4,Shop By Sport,LATAM,8.0,0.379999995,South America,PAYMENT_REVIEW,39.99000168,Standard Class
4,Tennis & Racquet,LATAM,3.599999905,0.029999999,South America,PENDING_PAYMENT,44.99000168,Standard Class
4,Lacrosse,LATAM,16.98999977,0.330000013,Central America,PENDING_PAYMENT,24.98999977,Standard Class
4,Electronics,LATAM,1.279999971,0.49000001,Central America,PENDING_PAYMENT,31.98999977,Standard Class
4,Cardio Equipment,LATAM,8.0,0.349999994,South America,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,LATAM,16.0,0.360000014,Caribbean,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,LATAM,16.0,0.289999992,Central America,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,LATAM,22.0,0.300000012,Central America,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,LATAM,36.0,0.25999999,Central America,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,LATAM,36.0,0.349999994,South America,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,LATAM,40.0,0.330000013,South America,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,LATAM,40.0,-0.670000017,South America,PENDING_PAYMENT,99.98999786,Standard Class
4,Fitness Accessories,LATAM,16.79999924,-0.730000019,Central America,PENDING_PAYMENT,34.99000168,Standard Class
4,Cardio Equipment,LATAM,51.99000168,0.159999996,South America,PENDING_PAYMENT,99.98999786,Standard Class
4,Electronics,LATAM,28.79000092,-0.200000003,Central America,PENDING_PAYMENT,44.99000168,Standard Class
4,Cardio Equipment,LATAM,99.98999786,0.479999989,Caribbean,PENDING_PAYMENT,99.98999786,Standard Class
4,Cleats,LATAM,7.199999809,0.310000002,South America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,7.199999809,-1.700000048,South America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,9.600000381,0.349999994,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,9.600000381,0.479999989,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,12.0,0.340000004,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,13.19999981,0.469999999,Caribbean,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,13.19999981,0.479999989,Caribbean,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,13.19999981,0.469999999,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,16.79999924,0.49000001,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,16.79999924,0.330000013,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,16.79999924,-0.730000019,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,16.79999924,-0.670000017,South America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,21.60000038,0.289999992,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,28.79999924,0.389999986,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,28.79999924,0.289999992,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,31.19000053,-0.670000017,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,31.19000053,0.270000011,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,40.79000092,-0.769999981,South America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,43.18999863,0.100000001,South America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,47.99000168,0.109999999,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,59.99000168,-1.600000024,Caribbean,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,59.99000168,0.409999996,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,59.99000168,0.239999995,Central America,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,LATAM,59.99000168,0.330000013,South America,PENDING_PAYMENT,59.99000168,Standard Class
4,Shop By Sport,LATAM,0.0,-0.059999999,Central America,PENDING_PAYMENT,39.99000168,Standard Class
4,Shop By Sport,LATAM,3.200000048,0.319999993,Central America,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,LATAM,4.0,0.330000013,Central America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,6.0,0.310000002,Caribbean,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,6.0,0.25999999,Central America,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,LATAM,6.400000095,0.029999999,Central America,PENDING_PAYMENT,39.99000168,Standard Class
4,Shop By Sport,LATAM,6.400000095,0.469999999,Central America,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,LATAM,8.0,0.469999999,Central America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,8.0,0.479999989,Central America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,8.0,0.419999987,Central America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,10.0,0.310000002,South America,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,LATAM,8.800000191,0.479999989,Central America,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,LATAM,11.0,0.129999995,South America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,11.0,0.449999988,South America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,11.0,0.460000008,South America,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,LATAM,11.19999981,-0.200000003,Caribbean,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,LATAM,18.0,0.330000013,South America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,20.0,0.25,Caribbean,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,LATAM,16.0,0.479999989,South America,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,LATAM,20.0,-0.189999998,South America,PENDING_PAYMENT,50.0,Standard Class
4,Shop By Sport,LATAM,19.20000076,0.039999999,Central America,PENDING_PAYMENT,39.99000168,Standard Class
4,Women's Apparel,LATAM,24.0,0.349999994,South America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,26.0,0.209999993,Central America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,30.0,0.01,Central America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,30.0,-0.159999996,Central America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,34.0,0.25999999,Central America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,34.0,0.090000004,Central America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,40.0,0.430000007,Central America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,40.0,0.340000004,South America,PENDING_PAYMENT,50.0,Standard Class
4,Women's Apparel,LATAM,50.0,0.340000004,South America,PENDING_PAYMENT,50.0,Standard Class
4,Electronics,LATAM,2.079999924,0.419999987,South America,PENDING_PAYMENT,51.99000168,Standard Class
4,Kids' Golf Clubs,LATAM,19.79999924,-0.370000005,Caribbean,PENDING_PAYMENT,89.98999786,Standard Class
4,Accessories,LATAM,9.0,0.349999994,South America,PENDING_PAYMENT,24.98999977,Standard Class
4,Accessories,LATAM,14.98999977,0.5,South America,PENDING_PAYMENT,24.98999977,Standard Class
4,Hunting & Shooting,LATAM,29.98999977,0.209999993,Central America,PENDING_PAYMENT,29.98999977,Standard Class
4,Cleats,Pacific Asia,9.600000381,0.25999999,West Asia,PAYMENT_REVIEW,59.99000168,Standard Class
4,Cleats,Pacific Asia,40.79000092,0.360000014,Oceania,PAYMENT_REVIEW,59.99000168,Standard Class
4,Cleats,Pacific Asia,43.18999863,-1.549999952,Oceania,PAYMENT_REVIEW,59.99000168,Standard Class
4,Cleats,Pacific Asia,59.99000168,0.360000014,Southeast Asia,PAYMENT_REVIEW,59.99000168,Standard Class
4,Cardio Equipment,Pacific Asia,4.0,0.340000004,Eastern Asia,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,16.0,-0.090000004,Oceania,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,20.0,0.310000002,Southeast Asia,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,40.0,0.430000007,West Asia,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,48.0,0.460000008,Eastern Asia,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,48.0,0.5,South Asia,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,59.99000168,0.469999999,West Asia,PENDING_PAYMENT,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,63.99000168,-0.129999995,South Asia,PENDING_PAYMENT,99.98999786,Standard Class
4,Electronics,Pacific Asia,31.98999977,0.079999998,West Asia,PENDING_PAYMENT,31.98999977,Standard Class
4,Cleats,Pacific Asia,0.0,0.170000002,Eastern Asia,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Pacific Asia,0.0,0.330000013,Oceania,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Pacific Asia,4.800000191,0.469999999,South Asia,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Pacific Asia,9.600000381,0.469999999,Oceania,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Pacific Asia,9.600000381,-0.370000005,West Asia,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Pacific Asia,12.0,0.460000008,Eastern Asia,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Pacific Asia,12.0,0.349999994,South Asia,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Pacific Asia,16.79999924,0.330000013,Oceania,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Pacific Asia,16.79999924,0.479999989,South Asia,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Pacific Asia,21.60000038,0.460000008,Oceania,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Pacific Asia,21.60000038,0.029999999,South Asia,PENDING_PAYMENT,59.99000168,Standard Class
4,Cleats,Pacific Asia,21.60000038,0.07,South Asia,PENDING_PAYMENT,59.99000168,Standard Class
